Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
cust_3370,25,Urban,High,241,15996.30134,36235.40971,4095.409104,3855108.623,23,84,4519,42,708.1528508,Weekly,Debit Card,19,20.55009289,1,399394.7859
cust_0044,66,Rural,Low,531,5568.290584,14288.18326,2140.568506,2956762.3,313,191,849,10,3291.671098,Weekly,Credit Card,8,63.73099897,1,297728.3944
cust_2298,69,Rural,Low,880,2899.771464,9165.131389,942.5186251,2551798.888,307,35,1743,11,4815.724223,Monthly,Wallet Balance,17,68.34559917,1,258358.0267
cust_0719,52,Suburban,Low,213,19421.60598,54611.96586,7610.247279,4136802.075,185,323,1050,30,3813.097104,Weekly,Debit Card,16,15.94505688,1,417873.6589
cust_4387,16,Urban,Middle,311,5896.405748,16961.03991,2252.179067,1833782.188,353,124,2442,47,4500.161816,Weekly,Wallet Balance,16,20.94702106,1,191712.1379
cust_6979,47,Urban,Low,633,10279.39324,13492.93402,4504.75289,6506855.923,290,294,3902,2,1356.7846,Weekly,Credit Card,16,18.39866264,1,659011.2
cust_6352,54,Suburban,Middle,18,16799.76756,63882.94623,4233.287727,302395.816,154,240,4244,25,2404.827538,Monthly,UPI,14,2.599890417,1,41025.16783
cust_6033,18,Rural,Middle,57,1930.093865,9442.443926,271.4630008,110015.3503,233,4,3054,6,3694.131121,Daily,Credit Card,16,56.21536305,1,16862.46947
cust_1219,29,Urban,Low,149,6861.253207,29586.22293,1463.815492,1022326.728,110,135,3463,48,3451.34615,Daily,Debit Card,3,54.90129309,1,113232.9997
cust_3079,27,Rural,High,197,19465.79814,28059.39275,6731.08343,3834762.234,77,335,4593,10,32.76496997,Daily,UPI,13,71.31041184,1,394645.8409
cust_2069,61,Urban,Low,499,6668.999992,26216.25728,2025.213167,3327830.996,261,22,942,49,3980.649922,Daily,UPI,19,13.89134334,1,338576.7746
cust_2420,45,Suburban,Middle,23,11395.62269,52390.97144,2707.27785,262099.3219,174,280,2027,44,3393.096774,Daily,Credit Card,18,58.75189089,1,33967.38381
cust_6894,37,Suburban,High,888,10330.30972,32582.62644,4948.187022,9173315.031,244,3,922,24,2222.435654,Daily,Debit Card,13,12.94130993,1,921464.2853
cust_2685,61,Suburban,Middle,688,6416.86284,24383.56853,1960.576513,4414801.634,51,1,4086,40,4645.3268,Monthly,Debit Card,7,25.23415384,1,452329.5
cust_1344,52,Urban,Low,550,3423.951346,16081.65982,1342.765138,1883173.24,136,28,4866,1,2776.21669,Daily,Credit Card,9,41.40281353,1,197761.2157
cust_6821,40,Rural,Low,468,18003.10079,47961.49615,5791.942907,8425451.168,164,134,4533,2,4103.809158,Daily,Credit Card,4,63.62154462,1,850759.2122
cust_0503,41,Rural,High,481,1960.974822,6726.114598,734.9653644,943228.8892,328,305,1057,43,4399.344415,Weekly,Credit Card,16,12.59412168,1,99537.21671
cust_3069,51,Suburban,Low,199,13141.65115,57383.59554,4128.567225,2615188.58,79,285,386,46,4881.805521,Daily,Debit Card,19,16.30288938,1,265449.9552
cust_0242,47,Urban,Middle,184,10873.46932,46954.03083,3968.806931,2000718.355,257,73,3892,17,4480.883164,Weekly,Debit Card,8,7.475670869,1,208315.3939
cust_0608,41,Suburban,Middle,252,5064.060609,14065.79553,1880.467258,1276143.274,143,256,17,41,3095.84822,Monthly,Debit Card,8,58.51657504,1,131200.4032
cust_4239,45,Urban,Middle,861,9741.994885,47062.19193,3942.006925,8387857.596,211,73,2622,32,2697.815594,Daily,Debit Card,4,22.90761016,1,846880.8518
cust_6297,67,Rural,High,560,16841.56332,67010.58909,2186.056236,9431275.46,85,166,4399,0,959.2980095,Weekly,UPI,11,3.94619029,1,952445.897
cust_0362,37,Suburban,High,649,16126.86053,59848.66168,6885.803185,10466332.48,62,194,4233,23,2435.963542,Daily,UPI,13,25.70010292,1,1057181.267
cust_6219,61,Suburban,Low,594,1599.548519,2748.149763,545.4200956,950131.8201,245,346,215,36,1850.615978,Weekly,Credit Card,9,23.69705276,1,99117.87402
cust_0611,41,Urban,Low,626,19098.11194,92206.93984,3712.452273,11955418.08,287,174,4738,8,750.8207588,Daily,Wallet Balance,3,28.4588542,1,1206442.397
cust_5133,53,Suburban,High,312,9029.690764,16620.34622,3845.54832,2817263.518,173,4,2386,9,319.6562065,Monthly,Credit Card,4,13.15270784,1,288238.5237
cust_6495,59,Urban,Middle,741,6361.69266,25432.97844,641.0347182,4714014.261,115,178,1123,26,1739.318849,Monthly,Wallet Balance,20,26.45874767,1,476377.7667
cust_2469,21,Suburban,High,744,16.65602802,54.9720905,5.953199944,12392.08485,285,189,433,18,2137.777905,Daily,Wallet Balance,7,20.18985123,1,3836.319532
cust_2090,40,Suburban,High,886,6088.655722,28597.54389,2080.813484,5394548.97,262,82,3865,47,2268.096277,Monthly,Debit Card,11,42.43260432,1,551750.8488
cust_1653,52,Rural,High,383,3244.591808,3728.116323,700.4727726,1242678.663,139,170,1626,3,3866.386789,Weekly,UPI,12,36.52836821,1,126886.6729
cust_3995,18,Rural,High,201,14208.62391,24613.64035,3411.223708,2855933.406,88,342,17,43,3166.158838,Daily,Wallet Balance,17,10.79074037,1,289344.2612
cust_1642,32,Rural,Low,657,4049.389314,18113.80238,2001.291386,2660448.78,317,46,4045,43,40.84501376,Monthly,Debit Card,1,26.50734691,1,279414.4554
cust_5541,33,Urban,Low,706,7950.684466,30986.34794,1821.263295,5613183.233,227,236,218,3,2129.299319,Monthly,Wallet Balance,11,40.02990391,1,561989.6737
cust_3140,37,Urban,Middle,725,8284.051373,27650.2719,2092.922086,6005937.246,50,11,2816,2,4610.891801,Weekly,UPI,15,27.0242635,1,605120.2787
cust_0549,63,Rural,Low,709,18548.47326,86709.72961,2500.303201,13150867.54,173,293,1582,6,1437.339382,Daily,Credit Card,12,8.042120772,1,1319132.084
cust_3966,50,Urban,High,431,12779.76929,57491.55238,4363.649776,5508080.563,80,188,1834,32,358.1374536,Daily,Wallet Balance,15,30.45615796,1,558496.9875
cust_0425,17,Suburban,High,454,10389.79226,13348.15778,4167.176999,4716965.686,20,318,1047,18,2612.013454,Monthly,Wallet Balance,18,22.45805097,1,475284.5618
cust_1175,39,Suburban,Low,580,4033.973978,5424.45253,883.2440779,2339704.907,48,332,18,1,3108.85957,Weekly,Debit Card,13,71.87063051,1,233552.0609
cust_1944,17,Rural,Low,736,9596.08311,41280.84813,1420.322626,7062717.169,226,325,3258,45,2030.665762,Daily,Debit Card,4,32.60696136,1,717272.384
cust_0328,53,Suburban,Middle,176,8989.20352,13965.2986,1987.727212,1582099.82,141,161,272,34,2627.141516,Weekly,Credit Card,15,58.40972051,1,161840.4112
cust_2578,19,Rural,High,429,7861.2551,30873.34442,1649.133743,3372478.438,76,68,298,48,3484.018978,Daily,Credit Card,15,43.75283412,1,341901.8343
cust_4409,41,Suburban,Middle,527,11191.35877,23432.20871,4082.105948,5897846.074,258,153,3640,34,263.1529396,Monthly,Wallet Balance,7,6.577697842,1,601333.031
cust_0075,57,Suburban,Middle,403,735.1019615,1699.550878,328.8929892,296246.0905,273,14,4229,8,341.6644062,Monthly,Debit Card,8,67.33551981,1,39711.77684
cust_0988,43,Rural,High,934,3870.273132,6962.643,564.7829493,3614835.105,5,158,2269,30,1694.595178,Daily,Credit Card,1,71.40369358,1,369174.2129
cust_5404,36,Rural,High,708,16244.02284,58889.53874,7489.473712,11500768.17,51,1,1991,43,637.8704773,Monthly,Credit Card,10,64.9278729,1,1159039.882
cust_2917,54,Suburban,High,86,16153.06726,53724.08653,4867.899763,1389163.784,331,100,4766,22,1129.519807,Weekly,Debit Card,7,4.038480468,1,151083.6185
cust_4994,18,Suburban,High,349,1619.52189,6372.996284,356.6630246,565213.1395,32,80,2470,30,4038.079375,Daily,Wallet Balance,18,11.53362151,1,63442.27426
cust_4965,55,Urban,High,806,7814.165639,20806.98109,3003.287386,6298217.505,100,346,2984,21,3621.61834,Monthly,Debit Card,13,36.11530483,1,637078.9413
cust_3126,36,Rural,High,740,18065.17802,32534.88243,5104.746955,13368231.74,317,14,4978,20,282.4257354,Monthly,Credit Card,15,39.27035905,1,1349637.961
cust_1462,23,Rural,High,962,16877.38898,60122.10474,1888.977744,16236048.19,162,362,3601,40,3434.703099,Monthly,Debit Card,5,9.774306209,1,1634089.468
cust_5667,35,Rural,Middle,475,19385.71235,81716.94198,2692.011035,9208213.364,297,142,3217,6,1563.979466,Daily,Wallet Balance,14,50.83504324,1,928073.3467
cust_3560,34,Urban,Middle,386,15155.70492,24687.69787,7360.408911,5850102.099,90,68,2263,41,3822.895659,Monthly,Wallet Balance,1,65.91975424,1,592724.762
cust_2089,30,Urban,Low,44,4408.051847,5820.713051,1911.428923,193954.2813,104,64,2674,16,2929.293286,Monthly,UPI,4,13.82538663,1,25878.78148
cust_6981,54,Suburban,Low,560,4210.011789,15413.58971,1513.548324,2357606.602,137,312,2031,31,2569.060854,Weekly,Wallet Balance,3,30.16919967,1,242638.1298
cust_3670,32,Urban,Middle,34,17560.2341,65446.64031,2622.862241,597047.9596,44,362,1390,31,2080.136263,Daily,Credit Card,10,71.50646448,1,65544.72783
cust_0800,53,Urban,Middle,515,166.0899196,167.6004208,67.74118942,85536.3086,201,365,4067,34,611.6524809,Monthly,Debit Card,0,49.03763244,1,20781.80462
cust_4712,59,Urban,Low,888,18221.40449,49363.0176,8821.652651,16180607.18,306,305,1295,33,2907.502654,Weekly,UPI,7,18.93667539,1,1623496.967
cust_4299,17,Urban,High,184,17253.43967,47666.95295,5388.035163,3174632.899,245,232,1254,16,2468.890161,Daily,Wallet Balance,18,58.09631672,1,321336.8448
cust_3952,21,Urban,High,600,2151.344494,2340.715847,368.5279407,1290806.696,62,288,4279,15,96.57124058,Daily,UPI,15,55.14239024,1,140090.384
cust_0347,19,Suburban,Low,938,2756.935842,6298.373402,378.0891938,2586005.819,353,270,2788,6,4341.028789,Daily,UPI,2,55.18920673,1,263606.0675
cust_1081,56,Suburban,High,97,18521.5945,68070.84917,2049.741923,1796594.666,97,130,2622,17,1759.082658,Weekly,UPI,6,34.28675649,1,186723.9253
cust_4653,48,Suburban,Low,224,15724.99821,69147.39427,5164.421617,3522399.598,53,290,1774,21,2837.043392,Daily,Debit Card,16,35.26694178,1,357469.4382
cust_0465,66,Suburban,Middle,868,5913.171107,9800.6879,1376.13555,5132632.521,229,151,32,41,2841.252224,Daily,Credit Card,1,62.07953233,1,517006.626
cust_4780,64,Rural,High,858,16942.8569,77330.44697,1730.053974,14536971.22,226,14,456,15,2279.637628,Monthly,Debit Card,9,20.71296237,1,1455969.303
cust_5124,18,Urban,High,563,8208.176525,38811.92007,3105.999643,4621203.384,279,63,3655,21,980.9914531,Daily,Credit Card,1,29.61346445,1,472039.8426
cust_0199,48,Suburban,Low,23,11735.30563,12884.7136,2798.449547,269912.0295,39,138,2056,24,3979.564715,Daily,Debit Card,20,11.15312017,1,32513.42059
cust_2213,34,Urban,Middle,163,16132.86669,63495.12376,2515.423728,2629657.271,160,266,4276,25,4644.0231,Weekly,Credit Card,11,59.89372673,1,272695.7155
cust_4378,65,Rural,Low,239,3834.870668,8623.656115,748.4730762,916534.0897,175,257,3284,50,1887.282915,Weekly,Wallet Balance,6,69.01904357,1,103277.7675
cust_2787,42,Rural,High,418,12008.50596,46573.73925,3172.924928,5019555.493,338,295,4511,6,916.0660123,Weekly,Credit Card,3,58.11010403,1,512119.5163
cust_1098,45,Rural,Middle,535,8661.269646,30600.69565,2179.745596,4633779.261,330,121,1392,11,3802.751174,Monthly,UPI,19,23.14867994,1,466360.5505
cust_0756,18,Suburban,Middle,641,7529.873992,18144.08371,1746.825226,4826649.229,170,42,4789,27,4496.324675,Weekly,UPI,6,25.54910617,1,493694.7605
cust_0428,17,Suburban,Middle,575,16996.31716,33931.21995,6136.580365,9772882.364,35,279,1281,33,3637.776177,Daily,Debit Card,11,3.273185515,1,982331.3484
cust_2227,37,Urban,Low,315,8004.173513,8622.964889,2137.6045,2521314.657,5,122,3462,40,2072.198206,Monthly,UPI,17,61.96440552,1,263019.3666
cust_5587,34,Urban,Middle,458,4949.286817,14416.01687,1505.802377,2266773.362,45,98,828,36,3456.825217,Daily,UPI,18,53.16803428,1,231204.9236
cust_4533,41,Suburban,Middle,191,14911.15104,48652.80175,3903.45148,2848029.848,39,355,874,31,4771.173026,Daily,UPI,15,5.968978029,1,288265.3983
cust_2951,41,Suburban,High,202,2262.534085,9458.342222,343.2483337,457031.8851,33,228,3126,10,305.1875309,Monthly,UPI,2,42.04837029,1,53802.59474
cust_5519,26,Rural,Low,851,3641.003871,5967.887559,418.8437419,3098494.294,320,54,224,26,1055.599447,Weekly,Credit Card,3,45.34724388,1,313369.6297
cust_2178,24,Suburban,Middle,852,2862.188822,4320.43,670.7815437,2438584.876,95,161,1343,48,1670.763648,Daily,Credit Card,10,63.09049858,1,251509.1058
cust_2361,17,Urban,Low,71,5179.334812,9885.235464,2460.825646,367732.7717,232,16,3206,0,3163.195588,Weekly,Debit Card,17,41.89432235,1,42603.67937
cust_0152,41,Suburban,Middle,913,1555.631691,5035.286607,685.2186587,1420291.734,275,128,3805,37,4470.023503,Daily,Credit Card,4,37.93175037,1,152104.1616
cust_2475,34,Suburban,Middle,640,8597.732269,31074.79541,1531.341298,5502548.652,340,349,2854,50,1082.143479,Daily,Credit Card,19,14.34199516,1,561421.7935
cust_2590,22,Urban,Middle,104,9794.438468,26750.03405,3981.387407,1018621.601,146,130,3992,50,3615.110234,Weekly,Wallet Balance,3,60.37483196,1,114038.605
cust_4367,46,Suburban,Low,383,3342.595101,16674.73866,934.5288237,1280213.924,268,78,1573,44,1890.874467,Monthly,Debit Card,20,2.13014567,1,135621.9551
cust_2624,52,Rural,Middle,309,13218.40359,45331.80229,5396.711405,4084486.71,335,2,1087,33,4572.947425,Weekly,Wallet Balance,0,53.32441114,1,412636.1973
cust_0524,54,Rural,Middle,43,16315.71061,24009.0762,7107.633749,701575.5563,257,31,2490,3,3661.492696,Monthly,Credit Card,14,35.25152935,1,74606.80928
cust_2133,32,Urban,Low,397,10535.11184,34356.5542,2638.993765,4182439.4,96,189,4889,47,2619.126262,Weekly,Credit Card,4,33.26161333,1,432412.3769
cust_5462,62,Rural,High,770,11475.78599,33795.27541,1193.922459,8836355.216,156,189,3048,40,2517.035159,Weekly,Wallet Balance,18,50.54343646,1,893473.004
cust_0231,64,Rural,Low,143,5914.469942,29150.65404,2512.382758,845769.2018,309,273,4403,35,3294.319155,Monthly,Debit Card,0,37.14756888,1,96235.7606
cust_1853,28,Suburban,Low,754,15110.20767,65659.91783,3617.683312,11393096.58,9,49,535,43,1852.584068,Monthly,Debit Card,18,22.41253176,1,1144753.366
cust_2987,32,Suburban,High,539,14199.02372,18190.43948,2754.749047,7653273.784,284,132,1727,8,1646.663841,Weekly,Wallet Balance,19,46.33014563,1,769758.0464
cust_6313,62,Rural,Low,75,19333.48217,88467.09317,5023.312441,1450011.163,17,277,4648,46,2473.1893,Weekly,Credit Card,11,17.53922612,1,158660.5216
cust_3253,31,Rural,High,170,7128.803422,10081.72251,3065.375809,1211896.582,120,311,4676,46,2852.152592,Daily,UPI,10,62.66653268,1,134715.5819
cust_4413,40,Rural,Middle,539,4922.637879,11153.0236,1580.095863,2653301.817,332,24,3267,35,4466.924539,Monthly,Wallet Balance,12,34.2528601,1,274130.7194
cust_2888,34,Urban,Middle,727,1622.344511,6846.176111,433.154044,1179444.46,348,237,3534,4,3778.124921,Monthly,Wallet Balance,0,3.645844418,1,124523.3835
